"BehaviorSpace results (NetLogo 6.1.1)"
"Wolf Sheep Predation.nlogo"
"experiment"
"03/10/2021 17:13:58:979 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","1","1","1"
"wolf-gain-from-food","20",,,
"show-energy?","false",,,
"initial-number-wolves","50",,,
"wolf-reproduce","5",,,
"initial-number-sheep","100",,,
"model-version","sheep-wolves-grass",,,
"sheep-gain-from-food","4",,,
"grass-regrowth-time","20",,,
"sheep-reproduce","4",,,
"[reporter]","ticks","count sheep","count wolves","count grass / 4"
,"273","267","108","211.5"
,"274","261","113","216.25"
,"275","247","118","217.75"
,"276","238","125","218.75"
,"277","229","123","223.5"
,"278","223","131","226.25"
,"279","218","132","236.75"
,"280","217","140","245"
,"281","212","148","253.25"
,"282","206","152","248.5"
,"283","201","153","249.25"
,"284","206","151","249.75"
,"285","211","150","252.5"
,"286","207","154","254"
,"287","199","154","253.75"
,"288","197","158","263.75"
,"289","190","163","264"
,"290","184","164","266"
,"291","185","162","272"
,"292","176","169","275.25"
,"293","177","168","273"
,"294","172","169","275.25"
,"295","163","171","283.5"
,"296","160","175","288.25"
,"297","159","174","290"
,"298","157","170","294.25"
,"299","160","168","294"
,"300","158","175","294.75"
,"301","159","171","295.75"
,"302","161","168","298.25"
,"303","151","166","301.75"
,"304","146","174","307.5"
,"305","143","175","307.75"
,"306","139","170","313"
,"307","134","177","315.5"
,"308","130","173","319"
,"309","126","175","324.75"
,"310","123","176","328.25"
,"311","120","178","329"
,"312","118","179","332.75"
,"313","119","180","337.25"
,"314","116","191","338.75"
,"315","124","192","340.75"
,"316","122","196","343"
,"317","117","193","341.5"
,"318","112","202","340.75"
,"319","109","201","344"
,"320","110","197","350"
,"321","105","196","352.5"
,"322","103","192","358.25"
,"323","101","187","362.5"
,"324","104","183","366.25"
,"325","99","186","371.5"
,"326","95","185","374.5"
,"327","91","180","378.25"
,"328","86","179","379.25"
,"329","80","171","382.5"
,"330","80","165","386.5"
,"331","79","153","390"
,"332","76","148","391.5"
,"333","73","148","393.25"
,"334","69","146","397"
,"335","69","144","400"
,"336","73","144","405.5"
,"337","73","150","412"
,"338","75","156","416.75"
,"339","78","157","419.25"
,"340","76","160","421.5"
,"341","78","157","422.75"
,"342","77","152","424.75"
,"343","77","157","424"
,"344","72","150","423"
,"345","66","146","425.25"
,"346","67","141","426.25"
,"347","70","142","428.25"
,"348","69","136","428.75"
,"349","68","133","430.25"
,"350","62","125","430.75"
,"351","64","119","432"
,"352","66","113","435"
,"353","70","115","436.75"
,"354","67","114","438.5"
,"355","66","110","436.25"
,"356","65","104","436.25"
,"357","67","99","434.5"
,"358","66","97","434.5"
,"359","64","99","439"
,"360","65","91","438.25"
,"361","66","92","440.5"
,"362","66","91","440.25"
,"363","67","86","443.75"
,"364","68","81","445.25"
,"365","68","71","447.25"
,"366","67","67","447.75"
,"367","66","63","447.75"
,"368","64","59","448"
,"369","66","62","447"
,"370","68","58","447.75"
,"371","71","58","446.5"
,"372","70","55","442.5"
,"373","72","56","442.25"
,"374","72","51","440"
,"375","72","47","440.5"
,"376","79","43","438.75"
,"377","80","39","437.75"
,"378","81","41","436.75"
,"379","84","40","430.5"
,"380","83","43","429.75"
,"381","89","46","427.5"
,"382","91","45","426.5"
,"383","92","45","421.25"
,"384","96","43","420.5"
,"385","102","41","415"
,"386","107","34","410.5"
,"387","110","33","406"
,"388","116","31","402.75"
,"389","120","28","397"
,"390","126","25","390"
,"391","129","25","384"
,"392","129","27","379.5"
,"393","131","27","369.75"
,"394","134","29","361.75"
,"395","137","30","356.25"
,"396","143","32","351.25"
,"397","145","30","347.25"
,"398","149","32","343"
,"399","153","31","341"
,"400","157","33","335.25"
,"401","165","27","326"
,"402","170","26","318"
,"403","172","26","312.25"
,"404","182","25","301.5"
,"405","187","24","295.75"
,"406","192","23","292.75"
,"407","194","24","288.75"
,"408","198","24","282.25"
,"409","211","23","279.75"
,"410","219","23","276"
,"411","228","20","276.25"
,"412","231","20","272.25"
,"413","233","22","266.5"
,"414","242","25","263.5"
,"415","243","27","258"
,"416","247","31","251.5"
,"417","245","36","245.5"
,"418","251","36","241"
,"419","258","37","236.25"
,"420","268","38","227.5"
,"421","269","35","229.25"
,"422","276","34","229.75"
,"423","283","34","227.75"
,"424","287","31","230.5"
,"425","292","27","227.75"
,"426","300","28","226"
,"427","305","27","222.75"
,"428","303","27","221.25"
,"429","305","29","215.5"
,"430","310","30","212.5"
,"431","316","32","206.25"
,"432","318","33","209"
,"433","319","38","213.75"
,"434","322","40","210.75"
,"435","327","41","207.25"
,"436","328","40","205.75"
,"437","322","42","203"
,"438","322","46","198.25"
,"439","326","46","197.25"
,"440","330","48","204"
,"441","324","50","196.75"
,"442","316","48","194.5"
,"443","320","50","196.25"
,"444","318","53","195"
,"445","315","54","197.5"
,"446","314","56","196"
,"447","311","61","196.5"
,"448","315","62","197.75"
,"449","312","60","199"
,"450","305","61","202"
,"451","302","64","204"
,"452","302","65","204.5"
,"453","298","68","207"
,"454","294","62","209"
,"455","298","66","211"
,"456","301","71","212"
,"457","295","73","214.25"
,"458","293","75","220"
,"459","297","80","216.5"
,"460","299","77","212"
,"461","290","78","219"
,"462","287","82","219.25"
,"463","287","84","220.75"
,"464","292","87","222.5"
,"465","289","91","225.25"
,"466","288","92","225"
,"467","284","99","223.75"
,"468","288","106","221.5"
,"469","289","109","223"
,"470","286","113","219.5"
,"471","282","113","220.25"
,"472","282","116","213.75"
,"473","280","122","211.75"
,"474","280","125","213.75"
,"475","272","130","216.5"
,"476","271","132","219.25"
,"477","267","140","220.5"
,"478","261","145","221"
,"479","252","147","225"
,"480","250","141","227"
,"481","240","154","227.5"
,"482","236","160","228.75"
,"483","228","164","226.25"
,"484","214","172","227.25"
,"485","206","182","228.25"
,"486","205","182","236.5"
,"487","201","187","242.75"
,"488","195","189","246.75"
,"489","193","199","250"
,"490","183","200","260.5"
,"491","174","207","263.5"
,"492","170","212","270.75"
,"493","160","216","272.75"
,"494","150","226","277.25"
,"495","146","233","283"
,"496","142","227","290.5"
,"497","134","226","299.5"
,"498","127","225","304.5"
,"499","126","217","311.5"
,"500","127","216","318.5"
,"501","118","215","324.75"
,"502","111","217","332.25"
,"503","107","219","338"
,"504","100","211","339.25"
,"505","97","216","342"
,"506","93","215","342"
,"507","81","203","347.75"
,"508","79","213","358.25"
,"509","81","216","366.5"
,"510","78","212","368.25"
,"511","76","217","376"
,"512","70","215","383.5"
,"513","70","208","394.75"
,"514","71","206","403.25"
,"515","67","200","406.75"
,"516","66","195","407.75"
,"517","65","197","411.25"
,"518","67","191","414"
,"519","65","187","419.75"
,"520","63","185","422"
,"521","64","179","424.75"
,"522","57","180","428"
,"523","55","181","434.75"
,"524","55","170","442"
,"525","54","166","448"
,"526","54","168","453.75"
,"527","57","167","456"
,"528","55","151","455.25"
,"529","56","145","456.5"
,"530","55","144","459"
,"531","56","146","460.25"
,"532","54","144","462"
,"533","51","143","461.25"
,"534","50","138","462"
,"535","46","136","466"
,"536","46","134","470.5"
,"537","48","119","471.5"
,"538","48","113","473.5"
,"539","45","118","474.75"
,"540","47","115","479.75"
,"541","46","110","481.5"
,"542","45","101","483.75"
,"543","48","98","486.25"
,"544","46","97","485.75"
,"545","45","90","486.75"
,"546","45","83","486.5"
,"547","45","79","487"
,"548","46","72","490"
,"549","47","72","490.5"
,"550","51","70","490.75"
,"551","53","73","489.25"
,"552","52","69","488"
,"553","53","64","486.5"
,"554","54","56","485"
,"555","54","52","482.25"
,"556","56","49","478.5"
,"557","56","49","476.75"
,"558","57","50","476.25"
,"559","61","45","473.75"
,"560","63","41","470"
,"561","68","33","469"
,"562","73","36","465.5"
,"563","73","36","462.5"
,"564","73","31","461.25"
,"565","76","28","456.25"
,"566","78","24","453.25"
,"567","80","24","447.5"
,"568","84","23","441.25"
,"569","87","19","436"
,"570","90","17","430.75"
,"571","93","18","426.75"
,"572","98","18","419"
,"573","104","15","413.25"
,"574","109","16","409.75"
,"575","112","17","405"
,"576","119","17","398.75"
,"577","124","18","390.25"
,"578","127","16","382"
,"579","129","10","376.25"
,"580","134","10","369.75"
,"581","137","10","360.5"
,"582","144","10","351.5"
,"583","145","10","344"
,"584","148","12","338"
,"585","149","13","335.5"
,"586","154","14","326.75"
,"587","158","14","325"
,"588","165","13","322"
,"589","173","13","317.25"
,"590","178","11","313.5"
,"591","181","12","309.25"
,"592","188","12","306.5"
,"593","198","12","303.75"
,"594","205","13","296.25"
,"595","213","11","292.25"
,"596","218","12","286.75"
,"597","226","12","281.5"
,"598","233","13","278.25"
,"599","244","12","269.5"
,"600","251","12","264.5"
,"601","265","13","258.75"
,"602","273","13","255"
,"603","278","13","247.25"
,"604","281","14","244"
,"605","292","14","236.75"
,"606","298","14","228.75"
,"607","309","15","223"
,"608","320","15","218"
,"609","332","14","213.5"
,"610","349","14","209.75"
,"611","359","16","200"
,"612","371","19","193.5"
,"613","370","19","188.25"
,"614","380","19","185.25"
,"615","386","20","181.25"
,"616","391","19","179.25"
,"617","396","21","180.25"
,"618","395","23","177.5"
,"619","400","24","177.75"
,"620","395","28","172.75"
,"621","400","33","174"
,"622","401","33","177"
,"623","398","35","180"
,"624","399","37","174.75"
,"625","397","38","171.75"
,"626","394","40","177.75"
,"627","403","44","176"
,"628","397","48","168.75"
,"629","394","52","167.5"
,"630","392","52","168.75"
,"631","385","53","173.25"
,"632","391","56","175.75"
,"633","383","58","174.75"
,"634","371","58","177"
,"635","373","58","178.75"
,"636","370","61","182.25"
,"637","357","64","181.5"
,"638","351","62","185.75"
,"639","348","68","189.75"
,"640","346","71","194.75"
,"641","331","72","195.25"
,"642","329","73","193.5"
,"643","320","76","195.5"
,"644","312","78","198"
,"645","295","73","196.5"
,"646","288","77","198.5"
,"647","297","81","201.5"
,"648","299","88","207.75"
,"649","291","91","209.75"
,"650","282","96","213"
,"651","269","95","216"
,"652","273","93","220.25"
,"653","275","94","225"
,"654","272","95","225.5"
,"655","275","93","228.25"
,"656","277","95","229"
,"657","266","96","229.5"
,"658","264","98","228.5"
,"659","255","100","227.5"
,"660","248","105","232.75"
,"661","249","109","234"
,"662","245","119","235.25"
,"663","241","124","233.75"
,"664","238","126","234.25"
,"665","238","124","239.5"
,"666","230","124","242.25"
,"667","236","127","242.5"
,"668","226","131","242"
,"669","214","134","243.75"
,"670","210","136","239.75"
,"671","210","140","240"
,"672","208","143","240.5"
,"673","211","143","244"
,"674","208","150","245.75"
,"675","205","154","246.5"
,"676","200","156","250"
,"677","196","160","256.25"
,"678","195","165","262"
,"679","192","166","266.25"
,"680","190","176","265.75"
,"681","187","193","274.75"
,"682","179","195","281.25"
,"683","181","200","284.5"
,"684","182","209","288.5"
,"685","170","207","292.5"
,"686","168","215","292.5"
,"687","162","210","299.5"
,"688","148","207","306.75"
,"689","142","203","314"
,"690","137","195","317"
,"691","134","200","322"
,"692","126","209","327.25"
,"693","126","213","329"
,"694","122","215","331.75"
,"695","117","214","333.75"
,"696","103","216","336.25"
,"697","107","220","338"
,"698","98","225","340.5"
,"699","100","213","344.25"
,"700","98","211","350"
,"701","101","203","350.25"
,"702","104","201","354"
,"703","99","197","358.75"
,"704","102","198","366"
,"705","93","192","369.75"
,"706","90","197","374.75"
,"707","88","196","376"
,"708","86","183","378.75"
,"709","84","174","380.75"
,"710","86","171","386.5"
,"711","79","168","390.75"
,"712","76","160","394.5"
,"713","71","160","397.5"
,"714","67","162","403.5"
,"715","63","158","410"
,"716","61","161","414.5"
,"717","62","160","419"
,"718","61","159","422"
,"719","63","147","426.5"
,"720","64","140","429.75"
,"721","60","133","433.5"
,"722","59","123","435.25"
,"723","61","126","440"
,"724","62","125","442.25"
,"725","64","123","446"
,"726","68","117","448.25"
,"727","67","112","450.25"
,"728","68","115","452.25"
,"729","67","114","452.25"
,"730","66","116","453.5"
,"731","62","107","454.25"
,"732","59","100","453.5"
,"733","57","99","456.25"
,"734","59","97","458.25"
,"735","57","94","458.75"
,"736","58","79","459"
,"737","59","79","460.75"
,"738","62","71","460.25"
,"739","64","70","460"
,"740","65","71","458.75"
,"741","66","72","456.5"
,"742","63","71","455.25"
,"743","64","64","453.5"
,"744","64","61","453"
,"745","63","56","453"
,"746","65","58","453.75"
,"747","67","54","453.5"
,"748","69","51","453.25"
,"749","69","53","454"
,"750","67","51","456"
,"751","68","48","455.75"
,"752","68","45","455.5"
,"753","67","43","453.75"
,"754","67","42","450.5"
,"755","69","37","448"
,"756","70","38","446.25"
,"757","74","37","443.25"
,"758","73","37","442"
,"759","74","34","437.75"
,"760","79","35","434.5"
,"761","81","33","432.75"
,"762","83","33","431"
,"763","86","30","429.75"
,"764","90","32","424.5"
,"765","95","29","420.75"
,"766","96","30","417.75"
,"767","96","30","415.5"
,"768","98","33","411"
,"769","101","33","406.25"
,"770","99","35","400.25"
,"771","104","35","395.5"
,"772","104","30","391.25"
,"773","105","29","386.25"
,"774","107","30","385"
,"775","108","27","381.5"
,"776","114","26","377.5"
,"777","116","23","373.5"
,"778","121","25","370"
,"779","123","24","365.25"
,"780","123","24","364.5"
,"781","129","25","359.75"
,"782","128","25","354.75"
,"783","130","26","350.25"
,"784","130","29","349.75"
,"785","134","27","345.25"
,"786","137","29","342"
,"787","143","31","338"
,"788","144","33","337"
,"789","150","27","334.25"
,"790","159","33","332.25"
,"791","161","34","329.75"
,"792","162","35","327"
,"793","168","34","325"
,"794","169","34","321.25"
,"795","169","38","314.75"
,"796","176","36","310.75"
,"797","184","40","305.25"
,"798","192","38","298.5"
,"799","196","33","297.25"
,"800","195","31","292"
,"801","196","32","291.5"
,"802","202","28","289.75"
,"803","207","27","286.5"
,"804","214","28","281.5"
,"805","216","28","278.5"
,"806","223","27","274.25"
,"807","230","26","271"
,"808","234","25","265.25"
,"809","241","24","263"
,"810","244","24","256.75"
,"811","249","22","254.25"
,"812","252","23","249.75"
,"813","255","23","243.5"
,"814","259","24","237.75"
,"815","266","27","235.25"
,"816","268","27","231.5"
,"817","271","28","230.5"
,"818","272","30","232.75"
,"819","279","31","231.5"
,"820","286","32","230.75"
,"821","294","32","227"
,"822","304","34","221.75"
,"823","313","34","216.75"
,"824","314","32","211.75"
,"825","322","33","210"
,"826","333","37","205"
,"827","339","39","201.75"
,"828","340","42","200.5"
,"829","341","45","196.75"
,"830","349","49","194"
,"831","345","51","191.5"
,"832","348","53","191.5"
,"833","348","56","195"
,"834","352","60","196"
,"835","350","63","201.5"
,"836","357","66","201.75"
,"837","363","69","202.5"
,"838","353","69","196.75"
,"839","356","69","194.25"
,"840","355","70","189.75"
,"841","358","73","188"
,"842","354","70","189"
,"843","360","73","191"
,"844","355","76","192.25"
,"845","344","77","193"
,"846","334","79","193.25"
,"847","333","81","194.25"
,"848","340","78","195.25"
,"849","337","80","194.75"
,"850","330","84","196.75"
,"851","336","79","196.75"
,"852","329","82","200"
,"853","326","88","199"
,"854","319","89","199.75"
,"855","318","88","195"
,"856","317","91","200.5"
,"857","312","95","200.5"
,"858","298","99","201.5"
,"859","295","105","202.75"
,"860","292","109","204"
,"861","290","108","209.25"
,"862","277","115","211.75"
,"863","269","115","217.75"
,"864","262","112","219.75"
,"865","257","116","222.75"
,"866","257","116","225"
,"867","252","122","229.5"
,"868","248","128","232.25"
,"869","245","131","240.5"
,"870","242","129","243.5"
,"871","239","132","248.75"
,"872","236","139","244"
,"873","226","139","246.25"
,"874","220","142","247.75"
,"875","221","150","254"
,"876","212","153","250.5"
,"877","215","160","252.5"
,"878","210","165","255.25"
,"879","210","169","259.5"
,"880","198","171","266"
,"881","196","175","267.5"
,"882","199","178","270"
,"883","190","188","270.25"
,"884","181","184","275.25"
,"885","178","191","275"
,"886","170","197","278.5"
,"887","167","199","279.5"
,"888","160","203","279.75"
,"889","158","196","281"
,"890","149","192","286"
,"891","147","199","288.75"
,"892","140","198","296.5"
,"893","138","193","300.75"
,"894","135","194","305"
,"895","134","200","307.25"
,"896","135","201","315"
,"897","133","201","319.75"
,"898","128","203","326.75"
,"899","122","207","330"
,"900","115","213","332.75"
,"901","113","212","336.5"
,"902","107","211","341.5"
,"903","99","208","344"
,"904","100","205","349.5"
,"905","94","205","355.25"
,"906","91","209","362"
,"907","87","206","366"
,"908","83","207","374.75"
,"909","83","208","380.25"
,"910","78","209","385.25"
,"911","78","207","390.25"
,"912","74","205","395.75"
,"913","73","199","401.75"
,"914","69","197","405.75"
,"915","70","189","410.5"
,"916","70","183","414.25"
,"917","67","182","421"
,"918","67","181","425.75"
,"919","64","169","429.5"
,"920","66","170","433.75"
,"921","64","161","438.75"
,"922","64","153","442"
,"923","63","154","447.25"
,"924","60","149","449.75"
,"925","58","145","452.75"
,"926","62","139","457"
,"927","58","138","459.25"
,"928","55","139","461"
,"929","54","134","461.75"
,"930","55","134","464.25"
,"931","59","126","463.75"
,"932","58","124","463"
,"933","57","112","461.75"
,"934","60","117","462.5"
,"935","59","104","464"
,"936","63","95","464.5"
,"937","62","90","461"
,"938","63","79","460.5"
,"939","62","71","460"
,"940","64","72","461.75"
,"941","67","66","461.75"
,"942","70","67","461.25"
,"943","73","67","458.25"
,"944","73","65","457"
,"945","73","64","455.75"
,"946","78","62","450.75"
,"947","80","57","449.75"
,"948","81","51","447"
,"949","81","48","443.25"
,"950","82","42","440.75"
,"951","81","42","439.5"
,"952","79","45","440.5"
,"953","83","41","437.25"
,"954","88","38","436.25"
,"955","93","39","430.5"
,"956","94","37","423.25"
,"957","103","38","420.75"
,"958","109","37","413.5"
,"959","110","38","407"
,"960","113","39","397"
,"961","115","43","387.75"
,"962","118","42","382.5"
,"963","116","44","377.75"
,"964","119","41","370.5"
,"965","121","42","366.5"
,"966","123","43","364.5"
,"967","127","41","358.5"
,"968","127","36","351.25"
,"969","136","32","348.75"
,"970","142","33","340"
,"971","144","36","334.5"
,"972","151","39","326.25"
,"973","155","40","323"
,"974","161","36","315.5"
,"975","160","36","312"
,"976","163","37","311.75"
,"977","165","36","308.25"
,"978","163","37","306.75"
,"979","168","39","304.75"
,"980","168","41","305"
,"981","170","42","304.25"
,"982","178","36","302.5"
,"983","181","31","300.25"
,"984","189","31","299.5"
,"985","193","27","292.75"
,"986","198","27","287.75"
,"987","205","27","284.5"
,"988","209","29","282.25"
,"989","214","29","276.75"
,"990","218","29","276.5"
,"991","222","32","274"
,"992","229","32","271.25"
,"993","230","34","263.25"
,"994","239","36","259"
,"995","250","38","254.75"
,"996","254","41","250.5"
,"997","254","42","250"
,"998","255","42","245"
,"999","261","40","243.5"
,"1000","271","41","239.5"
,"1001","275","39","237"
,"1002","278","39","232.5"
,"1003","282","37","227.75"
,"1004","291","37","229.25"
,"1005","291","38","229.5"
,"1006","297","39","224.25"
,"1007","301","43","222.5"
,"1008","307","47","219.75"
,"1009","315","52","219"
,"1010","323","51","218.25"
,"1011","329","48","210.5"
,"1012","339","51","209"
,"1013","340","53","209.25"
,"1014","336","53","208.75"
,"1015","332","57","204.5"
,"1016","326","60","199.5"
,"1017","330","62","194"
,"1018","324","64","191"
,"1019","331","62","193"
,"1020","333","64","193.5"
,"1021","333","66","191.25"
,"1022","337","70","194.25"
,"1023","342","73","198"
,"1024","336","77","191.25"
,"1025","345","78","191.75"
,"1026","345","82","194.5"
,"1027","339","90","191.25"
,"1028","323","98","191.25"
,"1029","318","102","189.5"
,"1030","320","103","189.75"
,"1031","311","105","198.75"
,"1032","302","109","199"
,"1033","292","110","201"
,"1034","281","112","203.75"
,"1035","285","109","209.5"
,"1036","279","109","213.75"
,"1037","276","107","216.25"
,"1038","269","107","223"
,"1039","271","107","220.5"
,"1040","266","107","222"
,"1041","265","110","224.75"
,"1042","265","112","222.25"
,"1043","268","115","220.75"
,"1044","266","123","225.75"
,"1045","270","125","225.75"
,"1046","255","125","226.25"
,"1047","251","132","234"
,"1048","242","139","237.5"
,"1049","234","143","242"
,"1050","228","149","241.5"
,"1051","229","158","240.75"
,"1052","220","155","241.5"
,"1053","214","161","242.75"
,"1054","202","167","243.5"
,"1055","194","159","248.75"
,"1056","187","162","250.75"
,"1057","186","158","250.5"
